name,path,label,fold,is_ext
WS_late143_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late143_WSolderadult.png,WSolderadult,5,0
WS_late55_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late55_WSolderadult.png,WSolderadult,5,0
Controls_late233_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late233_Controlsadolescence.png,Controlsadolescence,5,0
Controls_late247_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late247_Controlsadolescence.png,Controlsadolescence,5,0
22q11DS_early51_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early51_22q11DSyoungchild.png,22q11DSyoungchild,5,0
WS_late10_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late10_WSadolescence.png,WSadolescence,5,0
Controls_late235_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late235_Controlsadolescence.png,Controlsadolescence,5,0
22q11DS_late97_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late97_22q11DSolderadult.png,22q11DSolderadult,5,0
WS_inter7_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter7_WSyoungchild.png,WSyoungchild,5,0
Controls_early280_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early280_Controlsyoungadult.png,Controlsyoungadult,5,0
22q11DS_early110_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early110_22q11DS2y.png,22q11DS2y,5,0
Controls_late220_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late220_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_early164_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early164_Controls2y.png,Controls2y,5,0
Controls_late237_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late237_Controlsolderadult.png,Controlsolderadult,5,0
Controls_late236_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late236_Controlsyoungchild.png,Controlsyoungchild,5,0
WS_late76_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late76_WSadolescence.png,WSadolescence,5,0
WS_early178_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early178_WSyoungchild.png,WSyoungchild,5,0
WS_early197_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early197_WS2y.png,WS2y,5,0
22q11DS_late213_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late213_22q11DSyoungchild.png,22q11DSyoungchild,5,0
22q11DS_inter87_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_inter87_22q11DSyoungchild.png,22q11DSyoungchild,5,0
Controls_late199_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late199_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_late87_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late87_Controlsolderadult.png,Controlsolderadult,5,0
Controls_late61_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late61_Controlsyoungadult.png,Controlsyoungadult,5,0
WS_inter95_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter95_WSadolescence.png,WSadolescence,5,0
Controls_early255_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early255_Controlsyoungchild.png,Controlsyoungchild,5,0
Controls_early251_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early251_Controls2y.png,Controls2y,5,0
WS_late63_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late63_WSolderadult.png,WSolderadult,5,0
Controls_late174_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late174_Controlsolderadult.png,Controlsolderadult,5,0
Controls_late114_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late114_Controlsolderadult.png,Controlsolderadult,5,0
WS_early13_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early13_WS2y.png,WS2y,5,0
Controls_inter57_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_inter57_Controlsadolescence.png,Controlsadolescence,5,0
WS_early8_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early8_WS2y.png,WS2y,5,0
Controls_late109_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late109_Controlsadolescence.png,Controlsadolescence,5,0
22q11DS_late88_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late88_22q11DSyoungadult.png,22q11DSyoungadult,5,0
Controls_early278_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early278_Controlsadolescence.png,Controlsadolescence,5,0
Controls_late238_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late238_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_early260_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early260_Controlsyoungchild.png,Controlsyoungchild,5,0
WS_inter61_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter61_WSyoungchild.png,WSyoungchild,5,0
22q11DS_early101_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early101_22q11DS2y.png,22q11DS2y,5,0
WS_inter46_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter46_WSyoungchild.png,WSyoungchild,5,0
WS_late147_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late147_WSadolescence.png,WSadolescence,5,0
22q11DS_late86_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late86_22q11DSolderadult.png,22q11DSolderadult,5,0
WS_late38_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late38_WSolderadult.png,WSolderadult,5,0
WS_late14_WSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late14_WSyoungadult.png,WSyoungadult,5,0
22q11DS_early111_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early111_22q11DS2y.png,22q11DS2y,5,0
Controls_early257_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early257_Controlsyoungchild.png,Controlsyoungchild,5,0
WS_late36_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late36_WSolderadult.png,WSolderadult,5,0
Controls_early4_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early4_Controls2y.png,Controls2y,5,0
22q11DS_late94_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late94_22q11DSyoungadult.png,22q11DSyoungadult,5,0
Controls_early70_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early70_Controlsyoungchild.png,Controlsyoungchild,5,0
Controls_early38_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early38_Controls2y.png,Controls2y,5,0
WS_early202_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early202_WS2y.png,WS2y,5,0
22q11DS_late69_22q11DSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late69_22q11DSadolescence.png,22q11DSadolescence,5,0
Controls_early198_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early198_Controlsyoungchild.png,Controlsyoungchild,5,0
Controls_early20_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early20_Controlsyoungchild.png,Controlsyoungchild,5,0
Controls_inter195_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_inter195_Controlsadolescence.png,Controlsadolescence,5,0
22q11DS_early106_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early106_22q11DSyoungchild.png,22q11DSyoungchild,5,0
Controls_early40_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early40_Controls2y.png,Controls2y,5,0
22q11DS_late33_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late33_22q11DSyoungadult.png,22q11DSyoungadult,5,0
Controls_early261_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early261_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_late248_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late248_Controlsolderadult.png,Controlsolderadult,5,0
Controls_early267_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early267_Controlsolderadult.png,Controlsolderadult,5,0
WS_early200_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early200_WS2y.png,WS2y,5,0
Controls_early270_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early270_Controls2y.png,Controls2y,5,0
WS_inter25_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter25_WSyoungchild.png,WSyoungchild,5,0
WS_late16_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late16_WSolderadult.png,WSolderadult,5,0
Controls_late212_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late212_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_early140_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early140_Controlsyoungchild.png,Controlsyoungchild,5,0
22q11DS_late87_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late87_22q11DSyoungadult.png,22q11DSyoungadult,5,0
WS_inter8_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter8_WSadolescence.png,WSadolescence,5,0
WS_inter85_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter85_WSadolescence.png,WSadolescence,5,0
22q11DS_late169_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late169_22q11DSyoungadult.png,22q11DSyoungadult,5,0
22q11DS_late127_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late127_22q11DS2y.png,22q11DS2y,5,0
Controls_inter78_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_inter78_Controlsadolescence.png,Controlsadolescence,5,0
Controls_late244_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late244_Controlsadolescence.png,Controlsadolescence,5,0
22q11DS_early50_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early50_22q11DS2y.png,22q11DS2y,5,0
Controls_late232_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late232_Controlsolderadult.png,Controlsolderadult,5,0
WS_late6_WSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late6_WSyoungadult.png,WSyoungadult,5,0
Controls_early249_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early249_Controlsyoungchild.png,Controlsyoungchild,5,0
22q11DS_early105_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early105_22q11DSyoungchild.png,22q11DSyoungchild,5,0
Controls_early66_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early66_Controlsyoungchild.png,Controlsyoungchild,5,0
Controls_late234_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late234_Controlsyoungadult.png,Controlsyoungadult,5,0
WS_early198_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early198_WS2y.png,WS2y,5,0
Controls_early269_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early269_Controls2y.png,Controls2y,5,0
22q11DS_early177_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early177_22q11DSolderadult.png,22q11DSolderadult,5,0
22q11DS_late42_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late42_22q11DSolderadult.png,22q11DSolderadult,5,0
22q11DS_early52_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early52_22q11DSyoungchild.png,22q11DSyoungchild,5,0
Controls_late227_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late227_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_early272_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early272_Controls2y.png,Controls2y,5,0
WS_inter52_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter52_WSadolescence.png,WSadolescence,5,0
Controls_early274_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early274_Controlsyoungchild.png,Controlsyoungchild,5,0
Controls_late141_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late141_Controlsyoungadult.png,Controlsyoungadult,5,0
WS_late19_WSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late19_WSyoungadult.png,WSyoungadult,5,0
WS_late13_WSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late13_WSyoungadult.png,WSyoungadult,5,0
22q11DS_late89_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late89_22q11DSolderadult.png,22q11DSolderadult,5,0
WS_inter75_WSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_inter75_WSadolescence.png,WSadolescence,5,0
22q11DS_late26_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late26_22q11DSolderadult.png,22q11DSolderadult,5,0
Controls_early37_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early37_Controls2y.png,Controls2y,5,0
Controls_early289_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early289_Controlsadolescence.png,Controlsadolescence,5,0
Controls_early288_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early288_Controlsadolescence.png,Controlsadolescence,5,0
Controls_early266_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early266_Controlsolderadult.png,Controlsolderadult,5,0
Controls_late240_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late240_Controlsyoungadult.png,Controlsyoungadult,5,0
22q11DS_late201_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late201_22q11DS2y.png,22q11DS2y,5,0
22q11DS_early57_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early57_22q11DS2y.png,22q11DS2y,5,0
Controls_early268_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early268_Controlsolderadult.png,Controlsolderadult,5,0
22q11DS_late64_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late64_22q11DSyoungadult.png,22q11DSyoungadult,5,0
Controls_late208_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late208_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_early109_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early109_Controls2y.png,Controls2y,5,0
Controls_early275_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early275_Controlsyoungchild.png,Controlsyoungchild,5,0
22q11DS_late126_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late126_22q11DSolderadult.png,22q11DSolderadult,5,0
22q11DS_early127_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early127_22q11DSyoungchild.png,22q11DSyoungchild,5,0
Controls_early287_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early287_Controlsadolescence.png,Controlsadolescence,5,0
Controls_early95_Controls2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early95_Controls2y.png,Controls2y,5,0
22q11DS_late30_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late30_22q11DSyoungadult.png,22q11DSyoungadult,5,0
22q11DS_inter79_22q11DSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_inter79_22q11DSadolescence.png,22q11DSadolescence,5,0
22q11DS_early104_22q11DS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early104_22q11DS2y.png,22q11DS2y,5,0
WS_early160_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early160_WSyoungchild.png,WSyoungchild,5,0
Controls_early61_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early61_Controlsyoungchild.png,Controlsyoungchild,5,0
Controls_early279_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early279_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_early219_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early219_Controlsyoungchild.png,Controlsyoungchild,5,0
22q11DS_late32_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late32_22q11DSolderadult.png,22q11DSolderadult,5,0
WS_early199_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early199_WS2y.png,WS2y,5,0
WS_late81_WSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late81_WSyoungadult.png,WSyoungadult,5,0
22q11DS_inter122_22q11DSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_inter122_22q11DSadolescence.png,22q11DSadolescence,5,0
22q11DS_late31_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late31_22q11DSolderadult.png,22q11DSolderadult,5,0
Controls_early285_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early285_Controlsyoungadult.png,Controlsyoungadult,5,0
22q11DS_late28_22q11DSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late28_22q11DSyoungadult.png,22q11DSyoungadult,5,0
WS_late24_WSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late24_WSyoungadult.png,WSyoungadult,5,0
Controls_early286_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early286_Controlsadolescence.png,Controlsadolescence,5,0
WS_late3_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late3_WSolderadult.png,WSolderadult,5,0
WS_early2_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early2_WS2y.png,WS2y,5,0
22q11DS_inter131_22q11DSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_inter131_22q11DSadolescence.png,22q11DSadolescence,5,0
Controls_early263_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early263_Controlsadolescence.png,Controlsadolescence,5,0
WS_early185_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early185_WSyoungchild.png,WSyoungchild,5,0
22q11DS_inter130_22q11DSadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_inter130_22q11DSadolescence.png,22q11DSadolescence,5,0
WS_early208_WS2y.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early208_WS2y.png,WS2y,5,0
22q11DS_late196_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late196_22q11DSyoungchild.png,22q11DSyoungchild,5,0
22q11DS_late39_22q11DSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late39_22q11DSolderadult.png,22q11DSolderadult,5,0
Controls_early276_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early276_Controlsyoungchild.png,Controlsyoungchild,5,0
WS_late70_WSyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late70_WSyoungadult.png,WSyoungadult,5,0
Controls_early190_Controlsyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_early190_Controlsyoungchild.png,Controlsyoungchild,5,0
22q11DS_late234_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_late234_22q11DSyoungchild.png,22q11DSyoungchild,5,0
WS_early51_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early51_WSyoungchild.png,WSyoungchild,5,0
Controls_late186_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late186_Controlsolderadult.png,Controlsolderadult,5,0
22q11DS_early150_22q11DSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/22q11DS_early150_22q11DSyoungchild.png,22q11DSyoungchild,5,0
Controls_inter164_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_inter164_Controlsadolescence.png,Controlsadolescence,5,0
WS_early95_WSyoungchild.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_early95_WSyoungchild.png,WSyoungchild,5,0
WS_late146_WSolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/WS_late146_WSolderadult.png,WSolderadult,5,0
Controls_late246_Controlsyoungadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late246_Controlsyoungadult.png,Controlsyoungadult,5,0
Controls_late67_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late67_Controlsolderadult.png,Controlsolderadult,5,0
Controls_inter27_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_inter27_Controlsadolescence.png,Controlsadolescence,5,0
Controls_late243_Controlsolderadult.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late243_Controlsolderadult.png,Controlsolderadult,5,0
Controls_late11_Controlsadolescence.png,/data/duongdb/WS22qOther_08102021/Align512BlankBackgroundCenter/Controls_late11_Controlsadolescence.png,Controlsadolescence,5,0
